anchor,positive,negative
227926,50719,122798
171989,65424,164044
227856,125408,206110
221258,65315,221625
64092,209949,169176
228782,128901,205543
209860,210010,8208
227233,139120,227229
48294,155499,92740
231089,225866,40032
220822,69081,1241
226727,223647,22308
226904,215210,65239
140359,64931,89929
49826,148265,38775
210005,173182,82530
6553,231720,206789
215143,56477,7397
227117,179620,69653
158362,65074,144898
225656,59992,214125
57680,225309,133373
3110,35797,73173
35791,208611,227076
168335,171085,32428
33259,39175,93855
4308,194318,60238
172662,221711,206991
8916,65504,1256
172588,219468,59138
8281,60232,12207
223032,149312,223645
214599,231377,119619
223022,213467,110221
227943,168410,172879
169266,9453,67511
220818,52439,138701
209953,205244,11888
35943,154219,22431
215030,214462,112852
69246,65489,216393
168491,215251,164211
9423,55019,18385
48328,3067,3261
227400,35265,77804
2878,168455,125251
65366,191372,44411
204484,194820,65095
215173,209877,40000
164359,6840,18729
225397,58548,149604
181168,231722,65019
35158,55679,35200
205496,69146,35513
194318,9261,22651
165884,214945,172670
215055,223695,24087
168627,10614,206429
64949,215104,60179
205545,7936,23842
154421,176807,48684
197979,60,158614
215180,36490,159609
35537,168374,228125
132703,227195,28332
122106,59517,115467
139685,229365,223644
214468,206963,138855
210023,123396,214118
227740,35758,16157
35534,168426,11404
227233,7934,92740
172052,151519,151534
157238,10765,71066
199304,139210,61037
118507,220402,10564
11978,135466,110295
227423,224416,3597
208707,59169,169288
64990,144624,62994
227940,35582,106148
205531,9233,34928
168414,218165,43345
35428,35450,48982
54446,68682,228394
214506,9309,53298
180107,41959,60173
6102,226564,44900
142955,35540,44684
58812,214548,78108
146955,227358,160650
221242,162968,19862
36851,55055,123395
183157,40113,9396
147318,183526,6365
56373,57595,223940
35452,223925,142614
206982,123631,9420
175158,227988,205432
136260,39154,60011
168445,229460,144041
171053,35512,216334
223049,223721,69400
64976,227415,10485
204767,117835,32684
231385,60281,46590
223944,170974,227534
54444,213995,204495
33357,4625,43728
168490,200649,157200
64739,205720,231373
100572,215360,51052
146945,118130,139248
7892,60186,25583
60079,170447,209992
205736,63490,219568
183526,220621,195867
175312,65486,95761
209996,55361,84122
223306,42189,28696
215028,210164,34935
75790,9278,110212
137715,214994,193791
227952,5469,227729
218161,215182,107103
205544,216347,153942
33948,214518,118006
43330,55019,50356
168324,10026,33255
2582,168293,205608
170455,205719,185008
35580,203992,136273
223387,175379,206107
133149,209971,132705
209970,206111,69780
64826,4140,127432
9373,11539,52198
175609,58487,209458
214993,214579,225234
35651,8218,29989
128901,215308,139877
121199,9240,178261
60641,60266,89679
43423,217236,177268
124332,163082,1584
145682,125462,134870
11410,9356,168280
214581,4021,126815
9443,215147,60117
2980,220818,75117
9295,48295,62226
35671,11629,22941
136138,131321,214931
35635,60657,151898
118130,58319,175241
213880,213153,165383
217281,92191,224144
216400,214729,51028
35575,214644,91350
227345,153943,3235
215375,8040,202761
60026,116240,209961
227329,144162,41718
35490,215150,208570
38901,123630,43795
4308,168310,26346
2839,155498,65239
8205,69088,153889
11978,172799,227081
45675,9968,44045
171083,223051,227820
215197,172758,226193
215065,229968,139886
227284,9284,63193
60300,124324,212178
57096,168473,138524
205209,223657,40746
208702,35507,89569
205492,227949,139890
225331,65235,23324
228965,228967,5944
55791,168277,214717
227073,207780,32637
60265,215332,143310
124925,225445,1711
10933,145595,229617
155486,128495,171080
4419,30292,73196
133659,170464,110724
5097,9349,215081
214580,10584,229134
46917,227384,171603
214543,214934,215783
200643,231012,62850
215360,55060,222339
39654,218132,143195
155506,225361,100563
194739,174848,21471
47910,194740,87869
43079,213867,29788
9435,215283,6336
221187,32801,138660
215124,209912,10064
40265,150793,64675
9434,54043,76090
43124,165225,229991
35315,60956,148396
215311,124331,172883
9341,103506,29589
215206,214502,122606
227172,168405,121677
4485,220827,84790
183706,138886,81728
172813,143283,117833
9158,227207,53334
4474,215238,123134
64902,223652,163495
143824,10203,161038
214557,39255,133436
35649,183516,74428
38834,61232,73521
214444,214571,198558
168437,130959,58003
144255,215248,76145
2976,117838,229850
52903,42283,60667
211396,191361,121052
119988,223920,54175
151743,229341,176528
3150,68571,111211
163028,214942,1256
58697,214754,76932
228407,36485,15883
35720,6024,77362
227239,222861,71373
60188,35338,9002
153817,35873,58000
111594,38834,1176
40051,169262,145229
60027,216724,411
65239,216347,213825
170415,118510,136722
205547,146564,21202
172044,134220,226898
194740,6668,25230
102497,7749,33234
10856,60144,146708
170945,57578,64838
8019,164212,228173
230902,215249,45383
209868,65486,169271
35744,160576,1501
227135,6562,58277
168414,231556,7912
214611,205105,160856
8068,220580,78729
204494,218091,55893
64938,205733,2764
214494,32641,35871
224423,156732,36485
65105,39743,21411
58774,9245,214402
9334,229453,44624
9237,65119,214715
6943,151295,92586
215221,65118,41858
64340,214757,49849
208699,63695,30217
155481,129379,118513
60775,4649,159439
174028,209981,9383
206456,216343,47767
64893,219066,165704
216313,162932,153701
65109,35855,50652
10776,35758,1620
225081,175168,53880
225348,34274,159825
4256,216335,226722
182648,215071,170942
227944,143690,168468
223741,206922,48191
214530,204772,151450
208691,204774,158396
65374,213990,161542
215135,68725,209995
215346,172557,82053
10930,35560,123760
127892,145442,69762
209994,217106,10577
224954,35637,143886
11225,118771,121677
42105,217002,52281
169282,212234,170974
228977,8178,34146
143700,209934,213728
136138,162320,3597
125692,215203,65311
172725,40202,227337
223866,214497,150481
215103,214437,218125
175247,170864,227636
197847,214732,50563
8375,122803,43860
7736,172904,54249
9403,170869,174788
10748,168292,215305
35943,225316,214480
215012,214449,225529
50242,151751,5011
945,118780,227386
8917,69095,142255
147318,225385,72304
215292,221458,74884
174914,205539,44840
227248,204498,176834
34765,223429,981
8029,205554,75838
9248,218130,226548
168259,227996,228992
175179,39256,53595
65001,920,67521
207001,58270,177033
221238,223422,228100
215065,10066,27268
1065,205523,173780
227944,10200,226749
224952,204484,74190
168361,227021,205193
156232,35679,115454
175713,227250,165718
56125,117825,53344
227223,216478,43687
11282,124851,50459
215332,223405,74411
206992,214608,215000
5004,5925,26006
227826,209504,26549
205448,5970,228099
144088,42158,60209
119624,125451,177810
215111,9457,223651
169373,214656,136956
55736,60182,55694
151951,35968,64639
225331,60157,45062
7748,212014,32669
35526,8020,165798
217947,38013,43223
225658,39575,50045
205651,215366,48982
227221,18568,14953
227301,124922,154423
206954,164212,52965
62281,216319,164385
215247,1152,21894
205099,168289,98063
148016,217572,46188
172762,168408,149172
227190,205462,229364
35152,231020,42448
214739,155520,95327
175194,7907,111638
191373,197725,8799
221238,161037,171751
39483,64879,1609
5367,214614,146150
227259,43074,83479
216347,66790,43332
55057,226837,12347
206960,55694,10219
38901,223042,110299
223934,216325,44122
158880,35586,180858
9350,227088,137182
4374,168424,9840
42095,9521,74190
60291,171442,165712
119618,145732,53359
223437,169271,48903
214946,57600,156262
62292,7966,227757
215377,229045,226868
227857,127362,4361
39307,172704,92158
213881,147724,42635
225346,214737,42359
60287,204760,83232
208579,168267,145226
227327,228973,1525
215050,3342,215246
137428,57678,25363
121171,215199,123242
169341,10832,214356
67860,226565,28270
39187,168285,229929
215098,231379,195122
52076,43332,11849
227252,34787,50461
11629,131854,126568
7780,145373,34729
9436,209924,137289
175168,60260,193856
212014,195248,45179
154839,55667,66686
150600,197349,9338
223947,224871,55044
219558,34167,48041
175239,9238,217953
226545,151136,107111
5232,175136,168261
220721,123178,33722
214363,232215,58822
157909,52498,46107
212301,10750,85571
213871,227024,229155
4089,144162,7451
131865,32652,60232
172719,134221,110717
223183,227309,1824
168523,217949,67390
215239,225371,74077
40202,56413,144953
226629,214964,198215
191360,172807,206566
8909,147724,218592
214983,9417,110313
143994,169266,44312
223969,215335,130663
36846,227219,1774
216283,35657,87564
222083,60267,8676
205528,9423,13565
155503,215184,218151
143814,228340,30692
34299,231720,11629
60077,222070,209900
215360,214465,9447
214704,35446,68577
221188,227273,195865
7935,206953,212013
227058,48643,1219
9293,217967,157768
9432,6297,35543
227418,173423,146426
32801,39114,46284
227954,209963,33681
152655,170987,124176
74876,206991,227831
214960,214441,38504
155498,43426,227720
209979,221355,37926
944,134818,54504
171980,55684,149172
11418,181181,176580
171442,170447,34192
136140,4615,181179
227318,141008,40632
60036,65040,178128
39747,35338,34096
211390,175544,162973
54446,55276,51402
209881,133427,19256
214702,199154,45316
214967,215224,227404
215324,36942,12137
39537,47828,35858
131105,205736,9276
41356,224425,90603
209893,228928,215306
210003,205540,55780
217736,116679,35728
168432,231926,125468
215117,125421,25980
202952,215343,54445
216389,7933,103296
214395,54705,72296
215018,227355,49009
75953,227173,53324
2785,215327,209902
231381,41360,226586
209882,74242,52444
49563,215180,13177
142958,7780,39254
148710,228928,50324
89604,214406,58696
52537,43124,42664
208545,111471,54256
226652,200644,204768
122646,42146,80468
214675,209865,13533
170996,143833,179279
227160,52899,51904
48546,163046,21902
220605,200638,43684
172588,151511,65029
54726,32948,215092
220578,209929,4787
154197,168524,209967
175632,55666,218598
9400,64745,65564
155547,59512,25762
39323,60070,23444
154839,209858,197630
3087,71571,152263
148386,182700,8252
219571,8349,46589
214435,209869,68820
8258,168298,44903
64608,2620,55865
199085,35485,75542
42843,204771,72041
9268,163005,62512
184241,227352,36341
18405,39645,156050
56375,40212,34049
35150,7894,42917
219471,171744,214223
125445,135297,165760
174818,165226,175295
221244,10625,174579
10506,57937,146594
65373,38775,215248
204765,228971,51108
174818,56124,137923
205758,172783,213990
194797,60246,162869
220721,225338,195627
143860,9365,147387
37835,119624,72011
137925,56410,227650
206951,8801,158265
168357,11343,45549
45721,170990,61006
226903,227155,35943
7954,55057,44738
209906,206980,4485
215352,56569,228790
209975,175212,46606
170376,65506,161520
161036,151387,9251
210759,218165,200647
215169,205539,1710
209503,227988,932
8380,168365,157034
212632,209894,95286
60222,175172,91396
229457,59715,74400
35642,213878,42659
150722,215135,137122
142173,208093,159738
155103,6670,226583
171030,216294,222880
60130,11219,213725
204760,51321,44114
215049,49557,12173
11410,172723,204430
34944,58270,193872
69069,51354,50362
35505,175198,181557
148399,118185,176580
164040,160576,73495
5976,9432,180958
209861,39154,25322
215153,42302,100572
228873,205194,230896
131774,130910,227165
33385,215003,49802
30444,148092,1788
4419,210005,55065
175142,65109,46061
8218,214654,17003
39975,221242,46939
55680,184306,26970
203014,55111,29187
64677,208702,152765
10572,64926,3074
7892,184272,223141
9284,175191,216805
184661,9955,157214
215375,64752,58803
168337,223984,74266
131952,164359,119681
158977,227091,144174
36480,215167,228988
59169,145231,94957
10366,194317,142958
223977,229156,111398
59988,228971,57600
168255,227373,168492
227307,8265,136101
213879,103506,30703
223429,59119,197882
42299,10219,40325
205517,169268,226657
10557,131873,5394
224917,37525,225251
49012,153812,115468
138886,164042,55003
161116,8198,53334
227381,35357,59329
9351,164359,60298
172762,6134,54022
168630,58495,225370
32780,58777,146558
64866,64978,215254
4438,205194,52197
155513,154421,209863
210015,182700,56730
143193,68820,184124
208643,227059,83337
182897,214735,130298
33650,219573,18660
227988,215292,180875
55665,164048,223427
217945,196299,139099
40260,229456,215950
9237,43241,227759
205520,44131,42938
208711,64895,215814
215128,219476,220479
172704,6105,46534
227373,59529,224954
224425,215325,212203
55755,10394,44169
9266,152793,47182
35611,42301,9244
228782,55152,204771
5003,144092,4784
206144,168424,24529
54704,216323,54447
60685,11219,175201
215119,216391,183450
9376,223954,212014
195953,208624,9990
209207,42153,118196
168341,216393,9839
37131,212350,229577
227119,214450,133969
223803,227323,4908
221107,214200,103731
215005,149365,183112
215147,133221,178305
223977,60270,21243
223987,39558,138700
60174,51605,24861
225402,214157,55897
209929,146939,227279
112465,59134,168391
215344,216286,32753
214641,33259,35788
200641,162956,59076
162909,55688,71817
228965,60174,33486
49285,92344,59513
175149,170927,5576
227173,214558,224143
61682,175198,9066
51222,208574,133372
35505,228342,97663
138591,227338,69704
59269,49145,222536
214625,35914,227712
62281,227405,62044
227439,64340,55067
215175,148726,37037
42080,159744,132007
36746,223041,67395
153762,170451,201094
195249,143739,86694
11573,214582,1546
224425,183330,183
218005,216320,12137
225320,128995,60296
219066,227041,160717
32785,134818,46303
162934,227189,46476
229463,47197,16308
35747,226569,22384
60098,226906,34347
50050,225391,148367
172675,142207,19407
4604,9895,49793
210352,227351,214576
138164,47827,172673
215310,214715,35872
226569,215068,223957
163023,215329,63014
168468,215280,72051
57222,225329,165660
52469,227424,71371
207000,146334,10482
227404,227345,74630
228976,224193,182522
125476,214577,42685
168453,8276,103046
60076,224271,14927
35721,39743,63797
60248,213685,44553
168256,4554,200561
226727,218135,135642
60303,148253,223424
168313,65120,175154
4477,39440,212304
5976,125788,4802
212335,8162,39526
217289,145580,41298
227990,216403,5429
125415,36996,209989
9241,43456,45029
168303,214535,150090
205885,153635,227945
6808,181753,14200
145913,39558,48827
151525,9286,228185
68681,205195,55505
168333,157384,168756
11431,227823,223649
155510,163059,52073
9873,122880,195520
55003,9803,196597
205671,7906,125450
43337,144162,1152
215012,161725,213721
4089,215146,223382
33968,4260,215750
54849,143667,12561
215126,150600,73294
64826,227278,194979
171011,215292,6103
215145,214751,143850
54939,168281,210186
56629,36864,32928
55159,33360,49074
8349,55036,214515
215343,7917,3462
200560,55054,45302
161237,4361,74633
191397,153628,98067
227978,215182,45238
176593,206998,208101
61007,210006,4711
9161,215014,34007
59137,146334,227802
164210,161725,65090
35472,37133,43637
160619,55040,4470
196357,68576,1504
232215,8063,215783
222083,30290,15343
151105,55673,209871
231359,175007,8276
9325,10768,174617
8275,49067,73441
164051,223057,35594
218125,922,44033
228977,9304,50668
